buyPrice,sellPrice,tradeDate,gainLoss
9.354700000000001,9.706700000000001,"""2022-08-11T07:00:00.000Z""",0.3520000000000003
8.207,8.646899999999999,"""2022-08-12T07:00:00.000Z""",0.43989999999999796
7.4,7.4216,"""2022-08-15T07:00:00.000Z""",0.021599999999999397
6.265000000000001,6.303100000000001,"""2022-08-16T07:00:00.000Z""",0.03810000000000002
6.1716999999999995,5.7636,"""2022-08-17T07:00:00.000Z""",-0.40809999999999924
9.832,9.8325,"""2022-08-18T07:00:00.000Z""",0.0004999999999988347
9.832,9.8325,"""2022-08-19T07:00:00.000Z""",0.0004999999999988347
8.719999999999999,8.4205,"""2022-08-22T07:00:00.000Z""",-0.2994999999999983
7.5511,7.9455,"""2022-08-23T07:00:00.000Z""",0.3944000000000001
6.825000000000001,7.1926000000000005,"""2022-08-24T07:00:00.000Z""",0.3675999999999995
10.2,10.64,"""2022-08-25T07:00:00.000Z""",0.4400000000000013
10.2,10.64,"""2022-08-26T07:00:00.000Z""",0.4400000000000013
9.4068,9.5848,"""2022-08-29T07:00:00.000Z""",0.17799999999999905
9.674999999999999,7.9639999999999995,"""2022-08-30T07:00:00.000Z""",-1.7109999999999994
6.7218,7.0779,"""2022-08-31T07:00:00.000Z""",0.35609999999999964
10.9892,11.1665,"""2022-09-01T07:00:00.000Z""",0.1772999999999989
9.5633,9.7135,"""2022-09-02T07:00:00.000Z""",0.1501999999999999
8.1734,7.7115,"""2022-09-06T07:00:00.000Z""",-0.46190000000000087
6.912599999999999,7.2975,"""2022-09-07T07:00:00.000Z""",0.3849000000000009
11.318000000000001,11.674900000000001,"""2022-09-08T07:00:00.000Z""",0.35689999999999955
10.33,9.982099999999999,"""2022-09-09T07:00:00.000Z""",-0.347900000000001
9.254,8.9566,"""2022-09-12T07:00:00.000Z""",-0.29739999999999966
11.301300000000001,11.681000000000001,"""2022-09-13T07:00:00.000Z""",0.3796999999999997
7.1953,7.2824,"""2022-09-14T07:00:00.000Z""",0.0871000000000004
11.850200000000001,12.4,"""2022-09-15T07:00:00.000Z""",0.5497999999999994
11.770399999999999,11.8612,"""2022-09-16T07:00:00.000Z""",0.09080000000000155
